tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,\N,157,"Adventure,Family,Fantasy"
tt0330793,movie,The Punisher,The Punisher,0,2004,\N,124,"Action,Crime,Drama"
tt0332379,movie,School of Rock,School of Rock,0,2003,\N,109,"Comedy,Music"
tt0332452,movie,Troy,Troy,0,2004,\N,163,"Adventure,Drama"
tt0333766,movie,Garden State,Garden State,0,2004,\N,102,"Comedy,Drama,Romance"
tt0335119,movie,Girl with a Pearl Earring,Girl with a Pearl Earring,0,2003,\N,100,"Biography,Drama,Romance"
tt0335245,movie,The Ladykillers,The Ladykillers,0,2004,\N,104,"Comedy,Crime,Thriller"
tt0335266,movie,Lost in Translation,Lost in Translation,0,2003,\N,102,"Comedy,Drama"
tt0335563,movie,Wonderland,Wonderland,0,2003,\N,104,"Crime,Drama,Mystery"
tt0337636,video,Hellraiser: Deader,Hellraiser: Deader,0,2005,\N,88,"Horror,Mystery,Thriller"
tt0337741,movie,Something's Gotta Give,Something's Gotta Give,0,2003,\N,128,"Comedy,Drama,Romance"
tt0337921,movie,Cellular,Cellular,0,2004,\N,94,"Action,Crime,Thriller"
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,"Drama,Romance,Sci-Fi"
tt0338075,movie,Grand Theft Parsons,Grand Theft Parsons,0,2003,\N,88,"Adventure,Comedy,Drama"
tt0338427,movie,Shopgirl,Shopgirl,0,2005,\N,106,"Drama,Romance"
tt0338751,movie,The Aviator,The Aviator,0,2004,\N,170,"Biography,Drama"
tt0338963,tvMovie,Encrypt,Encrypt,0,2003,\N,101,Sci-Fi
tt0340163,movie,Hostage,Hostage,0,2005,\N,113,"Action,Crime,Drama"
tt0343737,movie,The Good Shepherd,The Good Shepherd,0,2006,\N,167,"Drama,History,Thriller"
tt0343818,movie,"I, Robot","I, Robot",0,2004,\N,115,"Action,Mystery,Sci-Fi"
tt0348836,movie,Gothika,Gothika,0,2003,\N,98,"Horror,Mystery,Thriller"
tt0349903,movie,Ocean's Twelve,Ocean's Twelve,0,2004,\N,125,"Crime,Thriller"
tt0351977,movie,Walking Tall,Walking Tall,0,2004,\N,86,"Action,Crime"
tt0353092,tvMovie,The Partners,The Partners,0,2003,\N,\N,"Action,Comedy,Crime"
tt0356910,movie,Mr. & Mrs. Smith,Mr. & Mrs. Smith,0,2005,\N,120,"Action,Comedy,Crime"
tt0357413,movie,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,0,2004,\N,94,Comedy
tt0359013,movie,Blade: Trinity,Blade: Trinity,0,2004,\N,113,"Action,Horror,Sci-Fi"
tt0359715,movie,My Best Friend's Birthday,My Best Friend's Birthday,0,1987,\N,69,Comedy
tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013,\N,114,"Adventure,Comedy,Drama"
tt0360009,movie,Spartan,Spartan,0,2004,\N,106,"Action,Crime,Drama"
tt0360130,movie,Undertow,Undertow,0,2004,\N,108,"Drama,Thriller"
tt0360486,movie,Constantine,Constantine,0,2005,\N,121,"Action,Fantasy,Horror"
tt0360717,movie,King Kong,King Kong,0,2005,\N,187,"Action,Adventure,Romance"
tt0361127,movie,The Woodsman,The Woodsman,0,2004,\N,87,Drama
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,"Adventure,Drama,War"
tt0362270,movie,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,0,2004,\N,119,"Action,Adventure,Comedy"
tt0362478,movie,The Box,The Box,0,2009,\N,115,"Drama,Mystery,Thriller"
tt0362636,video,Fear of Clowns,Fear of Clowns,0,2004,\N,106,"Horror,Thriller"
tt0363282,movie,New York Minute,New York Minute,0,2004,\N,91,"Adventure,Comedy,Crime"
tt0363771,movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,2005,\N,143,"Adventure,Family,Fantasy"
tt0364045,movie,Taking Lives,Taking Lives,0,2004,\N,103,"Crime,Mystery,Thriller"
tt0364955,movie,Art School Confidential,Art School Confidential,0,2006,\N,102,"Comedy,Drama,Romance"
tt0365737,movie,Syriana,Syriana,0,2005,\N,128,"Drama,Thriller"
tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,"Comedy,Horror"
tt0365929,movie,Whiteout,Whiteout,0,2009,\N,101,"Action,Crime,Mystery"
tt0366548,movie,Happy Feet,Happy Feet,0,2006,\N,108,"Adventure,Animation,Comedy"
tt0366551,movie,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,0,2004,\N,88,"Adventure,Comedy"
tt0366627,movie,The Jacket,The Jacket,0,2005,\N,103,"Drama,Fantasy,Mystery"
tt0367089,movie,The Squid and the Whale,The Squid and the Whale,0,2005,\N,81,"Comedy,Drama"
tt0367882,movie,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,0,2008,\N,122,"Action,Adventure"
tt0367959,movie,Hannibal Rising,Hannibal Rising,0,2007,\N,121,"Adventure,Crime,Drama"
tt0368008,movie,The Manchurian Candidate,The Manchurian Candidate,0,2004,\N,129,"Drama,Mystery,Sci-Fi"
tt0368447,movie,The Village,The Village,0,2004,\N,108,"Drama,Mystery,Thriller"
tt0368709,movie,Elizabethtown,Elizabethtown,0,2005,\N,123,"Comedy,Drama,Romance"
tt0368891,movie,National Treasure,National Treasure,0,2004,\N,131,"Action,Adventure,Mystery"
tt0369226,movie,Alone in the Dark,Alone in the Dark,0,2005,\N,96,"Action,Horror,Sci-Fi"
tt0369339,movie,Collateral,Collateral,0,2004,\N,120,"Action,Crime,Drama"
tt0369441,movie,Fun with Dick and Jane,Fun with Dick and Jane,0,2005,\N,90,"Comedy,Crime"
tt0371246,movie,Spanglish,Spanglish,0,2004,\N,131,"Comedy,Drama,Romance"
tt0371257,movie,Stay,Stay,0,2005,\N,99,"Drama,Mystery,Thriller"
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,\N,109,"Adventure,Comedy,Sci-Fi"
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,\N,108,"Action,Mystery,Thriller"
tt0372532,movie,The Wedding Date,The Wedding Date,0,2005,\N,90,"Comedy,Romance"
tt0372588,movie,Team America: World Police,Team America: World Police,0,2004,\N,98,"Action,Comedy"
tt0372784,movie,Batman Begins,Batman Begins,0,2005,\N,140,"Action,Crime,Drama"
tt0373883,movie,Halloween,Halloween,0,2007,\N,109,Horror
tt0375063,movie,Sideways,Sideways,0,2004,\N,127,"Comedy,Drama,Romance"
tt0375154,movie,Tristan + Isolde,Tristan + Isolde,0,2006,\N,125,"Action,Drama,Romance"
tt0375173,movie,Alfie,Alfie,0,2004,\N,103,"Comedy,Drama,Romance"
tt0375679,movie,Crash,Crash,0,2004,\N,112,"Crime,Drama,Thriller"
tt0376874,movie,Sexual Life,Sexual Life,0,2004,\N,96,"Comedy,Drama"
tt0377092,movie,Mean Girls,Mean Girls,0,2004,\N,97,Comedy
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller"
tt0379725,movie,Capote,Capote,0,2005,\N,114,"Biography,Crime,Drama"
tt0379786,movie,Serenity,Serenity,0,2005,\N,119,"Action,Adventure,Sci-Fi"
tt0381681,movie,Before Sunset,Before Sunset,0,2004,\N,80,"Drama,Romance"
tt0381849,movie,3:10 to Yuma,3:10 to Yuma,0,2007,\N,122,"Action,Crime,Drama"
tt0382932,movie,Ratatouille,Ratatouille,0,2007,\N,111,"Adventure,Animation,Comedy"
tt0383010,movie,The Three Stooges,The Three Stooges,0,2012,\N,92,"Comedy,Family"
tt0383028,movie,"Synecdoche, New York","Synecdoche, New York",0,2008,\N,124,Drama
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,\N,151,"Action,Adventure,Fantasy"
tt0384537,movie,Silent Hill,Silent Hill,0,2006,\N,125,"Horror,Mystery"
tt0384680,movie,The Weather Man,The Weather Man,0,2005,\N,102,"Comedy,Drama"
tt0385267,movie,In Good Company,In Good Company,0,2004,\N,109,"Comedy,Drama,Romance"
tt0385726,movie,Glory Road,Glory Road,0,2006,\N,118,"Biography,Drama,Sport"
tt0385880,movie,Monster House,Monster House,0,2006,\N,91,"Animation,Comedy,Family"
tt0386117,movie,Where the Wild Things Are,Where the Wild Things Are,0,2009,\N,101,"Adventure,Drama,Family"
tt0386588,movie,Hitch,Hitch,0,2005,\N,118,"Comedy,Romance"
tt0387564,movie,Saw,Saw,0,2004,\N,103,"Horror,Mystery,Thriller"
tt0387808,movie,Idiocracy,Idiocracy,0,2006,\N,84,"Adventure,Comedy,Sci-Fi"
tt0387877,movie,The Black Dahlia,The Black Dahlia,0,2006,\N,121,"Crime,Drama,Mystery"
tt0388125,movie,In Her Shoes,In Her Shoes,0,2005,\N,130,"Comedy,Drama,Romance"
tt0388795,movie,Brokeback Mountain,Brokeback Mountain,0,2005,\N,134,"Drama,Romance"
tt0389722,movie,30 Days of Night,30 Days of Night,0,2007,\N,113,"Action,Horror,Thriller"
tt0389790,movie,Bee Movie,Bee Movie,0,2007,\N,91,"Adventure,Animation,Comedy"
tt0389860,movie,Click,Click,0,2006,\N,107,"Comedy,Drama,Fantasy"
tt0390221,movie,Maria Full of Grace,Maria Full of Grace,0,2004,\N,101,"Crime,Drama"
tt0391198,movie,The Grudge,The Grudge,0,2004,\N,91,"Horror,Mystery,Thriller"
tt0393109,movie,Brick,Brick,0,2005,\N,110,"Crime,Drama,Mystery"
tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,\N,121,"Biography,Drama,History"
tt0395251,movie,The Producers,The Producers,0,2005,\N,134,"Comedy,Crime,Musical"
tt0395584,movie,The Devil's Rejects,The Devil's Rejects,0,2005,\N,107,"Crime,Drama,Horror"
tt0395699,movie,The Pacifier,The Pacifier,0,2005,\N,95,"Action,Comedy,Drama"
tt0396269,movie,Wedding Crashers,Wedding Crashers,0,2005,\N,119,"Comedy,Romance"
tt0397065,movie,House of Wax,House of Wax,0,2005,\N,113,"Horror,Thriller"
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005,\N,145,"Drama,Romance"
tt0399146,movie,A History of Violence,A History of Violence,0,2005,\N,96,"Action,Crime,Drama"
tt0399201,movie,The Island,The Island,0,2005,\N,136,"Action,Sci-Fi,Thriller"
tt0399281,tvMovie,Life on Liberty Street,Life on Liberty Street,0,2004,\N,89,"Drama,Romance"
tt0399295,movie,Lord of War,Lord of War,0,2005,\N,122,"Crime,Drama"
tt0401383,movie,The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,\N,112,"Biography,Drama"
tt0401445,movie,A Good Year,A Good Year,0,2006,\N,117,"Comedy,Drama,Romance"
tt0401815,movie,Tamara,Tamara,0,2005,\N,98,"Drama,Fantasy,Horror"
tt0402057,movie,Beowulf & Grendel,Beowulf & Grendel,0,2005,\N,103,"Action,Adventure,Drama"
tt0402910,movie,Chaos,Chaos,0,2005,\N,106,"Action,Crime,Drama"
tt0403407,movie,Perfect Creature,Perfect Creature,0,2006,\N,90,"Action,Drama,Fantasy"
tt0403702,movie,Youth in Revolt,Youth in Revolt,0,2009,\N,90,"Comedy,Drama,Romance"
tt0404203,movie,Little Children,Little Children,0,2006,\N,137,"Drama,Romance"
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport"
tt0405296,movie,A Scanner Darkly,A Scanner Darkly,0,2006,\N,100,"Animation,Comedy,Crime"
tt0405336,movie,Southland Tales,Southland Tales,0,2006,\N,145,"Comedy,Drama,Mystery"
tt0405422,movie,The 40-Year-Old Virgin,The 40 Year Old Virgin,0,2005,\N,116,"Comedy,Romance"
tt0407304,movie,War of the Worlds,War of the Worlds,0,2005,\N,116,"Action,Adventure,Sci-Fi"
tt0407680,movie,Complete Guide to Guys,Complete Guide to Guys,0,2005,\N,82,Comedy
tt0407887,movie,The Departed,The Departed,0,2006,\N,151,"Crime,Drama,Thriller"
tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,\N,116,"Drama,Horror,Musical"
tt0408306,movie,Munich,Munich,0,2005,\N,164,"Action,Drama,History"
tt0408790,movie,Flightplan,Flightplan,0,2005,\N,98,"Drama,Mystery,Thriller"
tt0409459,movie,Watchmen,Watchmen,0,2009,\N,162,"Action,Drama,Mystery"
tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,"Action,Drama,Sci-Fi"
tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,0,2008,\N,120,"Action,Adventure,Fantasy"
tt0413267,movie,Shrek the Third,Shrek the Third,0,2007,\N,93,"Adventure,Animation,Comedy"
tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,0,2007,\N,114,"Biography,Drama,History"
tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,\N,129,"Drama,Romance"
tt0414982,movie,Final Destination 3,Final Destination 3,0,2006,\N,93,"Horror,Thriller"
tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,0,2006,\N,108,"Comedy,Sport"
tt0416320,movie,Match Point,Match Point,0,2005,\N,124,"Drama,Romance,Thriller"
tt0416449,movie,300,300,0,2006,\N,117,"Action,Drama"
tt0416658,movie,Crazylove,Crazylove,0,2005,\N,95,"Comedy,Drama,Romance"
tt0417217,movie,Two for the Money,Two for the Money,0,2005,\N,122,"Crime,Drama,Sport"
tt0417385,movie,12 and Holding,12 and Holding,0,2005,\N,94,Drama
tt0417741,movie,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,0,2009,\N,153,"Action,Adventure,Family"
tt0417907,movie,Little Athens,Little Athens,0,2005,\N,103,"Comedy,Crime,Drama"
tt0418206,movie,The Surfer King,The Surfer King,0,2006,\N,95,Comedy
tt0418689,movie,Flags of Our Fathers,Flags of Our Fathers,0,2006,\N,135,"Action,Adventure,Drama"
tt0418819,movie,Land of the Dead,Land of the Dead,0,2005,\N,93,"Horror,Sci-Fi,Thriller"
tt0419706,movie,Doom,Doom,0,2005,\N,105,"Action,Horror,Sci-Fi"
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,"Comedy,Drama,Fantasy"
tt0421054,movie,Domino,Domino,0,2005,\N,127,"Action,Biography,Crime"
tt0421073,movie,Street Kings,Street Kings,0,2008,\N,109,"Action,Crime,Thriller"
tt0421090,movie,Zerophilia,Zerophilia,0,2005,\N,90,"Comedy,Romance"
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,"Drama,Fantasy,Romance"
tt0422401,movie,Hatchet,Hatchet,0,2006,\N,93,"Comedy,Horror,Thriller"
tt0423977,movie,Charlie Bartlett,Charlie Bartlett,0,2007,\N,97,"Comedy,Drama,Romance"
tt0425055,movie,Game 6,Game 6,0,2005,\N,87,"Comedy,Drama,Sport"
tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,\N,121,"Action,Comedy,Mystery"
tt0425151,movie,Jimmy and Judy,Jimmy and Judy,0,2006,\N,99,"Crime,Drama,Thriller"
tt0425210,movie,Lucky Number Slevin,Lucky Number Slevin,0,2006,\N,110,"Crime,Drama,Thriller"
tt0425253,movie,Mini's First Time,Mini's First Time,0,2006,\N,91,"Comedy,Crime,Drama"
tt0426459,movie,Feast,Feast,0,2005,\N,95,"Action,Comedy,Horror"
tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,\N,114,Comedy
tt0427470,movie,The Lookout,The Lookout,0,2007,\N,99,"Crime,Drama,Thriller"
tt0429493,movie,The A-Team,The A-Team,0,2010,\N,117,"Action,Adventure,Crime"
tt0430357,movie,Miami Vice,Miami Vice,0,2006,\N,132,"Action,Crime,Drama"
tt0431197,movie,The Kingdom,The Kingdom,0,2007,\N,110,"Action,Drama,Thriller"
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,"Adventure,Animation,Comedy"
tt0432291,movie,The Fog,The Fog,0,2005,\N,100,"Horror,Mystery"
tt0433362,movie,Daybreakers,Daybreakers,0,2009,\N,98,"Action,Horror,Sci-Fi"
tt0433383,movie,"Good Night, and Good Luck.","Good Night, and Good Luck.",0,2005,\N,93,"Biography,Drama,History"
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,\N,132,"Action,Drama,Sci-Fi"
tt0434541,movie,Macbeth,Macbeth,0,2006,\N,109,"Crime,Drama,Fantasy"
tt0435625,movie,The Descent,The Descent,0,2005,\N,99,"Adventure,Horror,Thriller"
tt0435705,movie,Next,Next,0,2007,\N,96,"Action,Sci-Fi,Thriller"
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010,\N,103,"Adventure,Animation,Comedy"
tt0436697,movie,The Queen,The Queen,0,2006,\N,103,"Biography,Drama"
tt0438488,movie,Terminator Salvation,Terminator Salvation,0,2009,\N,115,"Action,Adventure,Sci-Fi"
tt0439815,movie,Slither,Slither,0,2006,\N,95,"Comedy,Horror,Sci-Fi"
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller"
tt0441773,movie,Kung Fu Panda,Kung Fu Panda,0,2008,\N,92,"Action,Adventure,Animation"
tt0442933,movie,Beowulf,Beowulf,0,2007,\N,115,"Action,Adventure,Animation"
tt0443272,movie,Lincoln,Lincoln,0,2012,\N,150,"Biography,Drama,History"
tt0443274,movie,Vantage Point,Vantage Point,0,2008,\N,90,"Action,Crime,Drama"
tt0443543,movie,The Illusionist,The Illusionist,0,2006,\N,110,"Drama,Fantasy,Mystery"
tt0443680,movie,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,0,2007,\N,160,"Biography,Crime,Drama"
tt0443706,movie,Zodiac,Zodiac,0,2007,\N,157,"Crime,Drama,Mystery"
tt0445934,movie,Blades of Glory,Blades of Glory,0,2007,\N,93,"Comedy,Sport"
tt0446029,movie,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0,2010,\N,112,"Action,Comedy,Fantasy"
tt0448179,video,Wild Things: Diamonds in the Rough,Wild Things: Diamonds in the Rough,0,2005,\N,87,"Crime,Drama,Mystery"
tt0449059,movie,Little Miss Sunshine,Little Miss Sunshine,0,2006,\N,101,"Comedy,Drama"
tt0449088,movie,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,0,2007,\N,169,"Action,Adventure,Fantasy"
tt0449467,movie,Babel,Babel,0,2006,\N,143,Drama
tt0450259,movie,Blood Diamond,Blood Diamond,0,2006,\N,143,"Adventure,Drama,Thriller"
tt0450385,movie,1408,1408,0,2007,\N,104,"Fantasy,Horror,Mystery"
tt0450405,movie,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,0,2009,\N,109,"Action,Adventure,Fantasy"
tt0452592,movie,Borderland,Borderland,0,2007,\N,105,"Crime,Horror,Thriller"
tt0452625,movie,Good Luck Chuck,Good Luck Chuck,0,2007,\N,96,"Comedy,Romance"
tt0452702,movie,Vacancy,Vacancy,0,2007,\N,85,"Horror,Thriller"
tt0453467,movie,Deja Vu,Deja Vu,0,2006,\N,126,"Action,Crime,Sci-Fi"
tt0453548,movie,Snow Angels,Snow Angels,0,2007,\N,107,"Crime,Drama,Romance"
tt0453556,movie,TMNT,TMNT,0,2007,\N,87,"Action,Adventure,Animation"
tt0453562,movie,42,42,0,2013,\N,128,"Biography,Drama,Sport"
tt0454082,movie,Black Christmas,Black Christmas,0,2006,\N,95,Horror
tt0454841,movie,The Hills Have Eyes,The Hills Have Eyes,0,2006,\N,107,"Horror,Thriller"
tt0454848,movie,Inside Man,Inside Man,0,2006,\N,129,"Crime,Drama,Mystery"
tt0454876,movie,Life of Pi,Life of Pi,0,2012,\N,127,"Adventure,Drama,Fantasy"
tt0455407,movie,The Crazies,The Crazies,0,2010,\N,101,Horror
tt0455538,movie,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People,0,2008,\N,110,"Biography,Comedy,Drama"
tt0455944,movie,The Equalizer,The Equalizer,0,2014,\N,132,"Action,Crime,Thriller"
tt0455960,movie,The Hitcher,The Hitcher,0,2007,\N,84,"Crime,Thriller"
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War"
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,\N,124,"Action,Adventure,Sci-Fi"
tt0458352,movie,The Devil Wears Prada,The Devil Wears Prada,0,2006,\N,109,"Comedy,Drama"
tt0458522,movie,El cantante,El cantante,0,2006,\N,106,"Biography,Drama,Music"
tt0458525,movie,X-Men Origins: Wolverine,X-Men Origins: Wolverine,0,2009,\N,107,"Action,Sci-Fi"
tt0462200,movie,Black Snake Moan,Black Snake Moan,0,2006,\N,116,"Drama,Music"
tt0462322,movie,Grindhouse,Grindhouse,0,2007,\N,191,"Action,Horror,Thriller"
tt0463854,movie,28 Weeks Later,28 Weeks Later,0,2007,\N,100,"Horror,Sci-Fi"
tt0465234,movie,National Treasure: Book of Secrets,National Treasure: Book of Secrets,0,2007,\N,124,"Action,Adventure,Mystery"
tt0465538,movie,Michael Clayton,Michael Clayton,0,2007,\N,119,"Crime,Drama,Mystery"
tt0465580,movie,Push,Push,0,2009,\N,111,"Action,Sci-Fi,Thriller"
tt0466893,movie,Margaret,Margaret,0,2011,\N,150,"Drama,Mystery"
tt0467197,movie,Max Payne,Max Payne,0,2008,\N,100,"Action,Crime,Drama"
tt0467200,movie,The Other Boleyn Girl,The Other Boleyn Girl,0,2008,\N,115,"Biography,Drama,History"
tt0467406,movie,Juno,Juno,0,2007,\N,96,"Comedy,Drama"
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama"
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama
tt0469641,movie,World Trade Center,World Trade Center,0,2006,\N,129,"Drama,History,Thriller"
tt0470752,movie,Ex Machina,Ex Machina,0,2014,\N,108,"Drama,Sci-Fi,Thriller"
tt0471042,movie,Tower Heist,Tower Heist,0,2011,\N,104,"Action,Comedy,Crime"
tt0472181,movie,The Smurfs,The Smurfs,0,2011,\N,103,"Adventure,Animation,Comedy"
tt0472399,movie,The Mechanic,The Mechanic,0,2011,\N,93,"Action,Crime,Thriller"
tt0473075,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,\N,116,"Action,Adventure,Fantasy"
tt0475394,movie,Smokin' Aces,Smokin' Aces,0,2006,\N,108,"Action,Comedy,Crime"
tt0476964,movie,The Brave One,The Brave One,0,2007,\N,122,"Action,Crime,Drama"
tt0477080,movie,Unstoppable,Unstoppable,0,2010,\N,98,"Action,Thriller"
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller"
tt0478087,movie,21,21,0,2008,\N,123,"Crime,Drama,Thriller"
tt0478134,movie,In the Valley of Elah,In the Valley of Elah,0,2007,\N,121,"Crime,Drama,Mystery"
tt0478304,movie,The Tree of Life,The Tree of Life,0,2011,\N,139,"Drama,Fantasy"
tt0478311,movie,Knocked Up,Knocked Up,0,2007,\N,129,"Comedy,Romance"
tt0479143,movie,Rocky Balboa,Rocky Balboa,0,2006,\N,102,"Action,Drama,Sport"
tt0479884,movie,Crank,Crank,0,2006,\N,88,"Action,Crime,Thriller"
tt0479942,movie,Last Time Forever,Last Time Forever,0,2006,\N,\N,"Crime,Drama,Thriller"
tt0479968,movie,One Missed Call,One Missed Call,0,2008,\N,87,"Horror,Mystery"
tt0479997,movie,Season of the Witch,Season of the Witch,0,2011,\N,95,"Action,Adventure,Fantasy"
tt0480249,movie,I Am Legend,I Am Legend,0,2007,\N,101,"Action,Drama,Horror"
tt0480255,movie,The Losers,The Losers,0,2010,\N,97,"Action,Adventure,Comedy"
tt0480687,movie,Hall Pass,Hall Pass,0,2011,\N,105,"Comedy,Romance"
tt0481369,movie,The Number 23,The Number 23,0,2007,\N,98,"Crime,Mystery,Thriller"
tt0481499,movie,The Croods,The Croods,0,2013,\N,98,"Adventure,Animation,Comedy"
tt0482571,movie,The Prestige,The Prestige,0,2006,\N,130,"Drama,Mystery,Sci-Fi"
tt0483607,movie,Doomsday,Doomsday,0,2008,\N,105,"Action,Sci-Fi,Thriller"
tt0486051,movie,Wind Chill,Wind Chill,0,2007,\N,91,"Adventure,Drama,Horror"
tt0486569,movie,Sasquatch Mountain,Sasquatch Mountain,0,2006,\N,90,"Action,Adventure,Horror"
tt0486822,movie,Disturbia,Disturbia,0,2007,\N,105,"Crime,Drama,Mystery"
tt0486946,movie,Wild Hogs,Wild Hogs,0,2007,\N,100,"Action,Adventure,Comedy"
tt0488120,movie,Fracture,Fracture,0,2007,\N,113,"Crime,Drama,Thriller"
tt0489099,movie,Jumper,Jumper,0,2008,\N,88,"Action,Adventure,Sci-Fi"
tt0490076,movie,All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,0,2006,\N,90,"Horror,Mystery,Thriller"
tt0491747,movie,Away from Her,Away from Her,0,2006,\N,110,Drama
tt0493464,movie,Wanted,Wanted,0,2008,\N,110,"Action,Crime,Thriller"
tt0497465,movie,Vicky Cristina Barcelona,Vicky Cristina Barcelona,0,2008,\N,96,"Comedy,Drama,Romance"
tt0498380,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006,\N,141,"Action,Adventure,Drama"
tt0498399,movie,We Own the Night,We Own the Night,0,2007,\N,117,"Action,Crime,Drama"
tt0499549,movie,Avatar,Avatar,0,2009,\N,162,"Action,Adventure,Fantasy"
tt0757361,movie,Margot at the Wedding,Margot at the Wedding,0,2007,\N,91,"Comedy,Drama"
tt0758730,movie,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,0,2007,\N,94,"Action,Horror,Sci-Fi"
tt0758746,movie,Friday the 13th,Friday the 13th,0,2009,\N,97,"Horror,Mystery,Thriller"
tt0758752,movie,Love & Other Drugs,Love & Other Drugs,0,2010,\N,112,"Comedy,Drama,Romance"
tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,"Adventure,Biography,Drama"
tt0758774,movie,Body of Lies,Body of Lies,0,2008,\N,128,"Action,Drama,Thriller"
tt0765010,movie,Brothers,Brothers,0,2009,\N,105,"Drama,Thriller,War"
tt0765429,movie,American Gangster,American Gangster,0,2007,\N,157,"Biography,Crime,Drama"
tt0765443,movie,Eastern Promises,Eastern Promises,0,2007,\N,100,"Crime,Drama,Thriller"
tt0770772,movie,I Think I Love My Wife,I Think I Love My Wife,0,2007,\N,90,"Comedy,Drama,Romance"
tt0780504,movie,Drive,Drive,0,2011,\N,100,"Action,Drama"
tt0780536,movie,In Bruges,In Bruges,0,2008,\N,107,"Comedy,Crime,Drama"
tt0780571,movie,Mr. Brooks,Mr. Brooks,0,2007,\N,120,"Crime,Drama,Mystery"
tt0780653,movie,The Wolfman,The Wolfman,0,2010,\N,103,"Drama,Fantasy,Horror"
tt0783233,movie,Atonement,Atonement,0,2007,\N,123,"Drama,Mystery,Romance"
tt0787474,movie,The Boxtrolls,The Boxtrolls,0,2014,\N,96,"Adventure,Animation,Comedy"
tt0787475,movie,Hot Rod,Hot Rod,0,2007,\N,88,"Comedy,Sport"
