laureates_id,prize_id,given_name,family_name,gender,birth_date,birth_city,birth_country,birth_country_now,birth_continent,death_date,death_city,death_country,death_country_now,death_continent
863,598,Ralph M.,Steinman,male,1943-01-14,Montreal,Canada,Canada,North America,2011-09-30,"New York, NY",USA,USA,North America
879,599,Brian,Kobilka,male,1955-05-30,"Little Falls, MN",USA,USA,North America,NA,NA,NA,NA,NA
878,599,Robert J.,Lefkowitz,male,1943-04-15,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
882,600,Alvin E.,Roth,male,1951-12-18,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
883,600,Lloyd S.,Shapley,male,1923-06-02,"Cambridge, MA",USA,USA,North America,2016-03-12,"Tucson, AZ",USA,USA,North America
880,601,Mo,Yan,male,1956-03-25,Gaomi,China,China,Asia,NA,NA,NA,NA,NA
877,603,David J.,Wineland,male,1944-02-24,"Milwaukee, WI",USA,USA,North America,NA,NA,NA,NA,NA
876,603,Serge,Haroche,male,1944-09-11,Casablanca,Morocco,Morocco,Africa,NA,NA,NA,NA,NA
875,604,Shinya,Yamanaka,male,1962-09-04,Osaka,Japan,Japan,Asia,NA,NA,NA,NA,NA
874,604,Sir John B.,Gurdon,male,1933-10-02,Dippenhall,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
891,605,Arieh,Warshel,male,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine,Israel,Asia,NA,NA,NA,NA,NA
889,605,Martin,Karplus,male,1930-03-15,Vienna,Austria,Austria,Europe,NA,NA,NA,NA,NA
890,605,Michael,Levitt,male,1947-05-09,Pretoria,South Africa,South Africa,Africa,NA,NA,NA,NA,NA
894,606,Eugene F.,Fama,male,1939-02-14,"Boston, MA",USA,USA,North America,NA,NA,NA,NA,NA
895,606,Lars Peter,Hansen,male,1952-10-26,"Urbana, IL",USA,USA,North America,NA,NA,NA,NA,NA
896,606,Robert J.,Shiller,male,1946-03-29,"Detroit, MI",USA,USA,North America,NA,NA,NA,NA,NA
892,607,Alice,Munro,female,1931-07-10,Wingham,Canada,Canada,North America,2024-05-13,Port Hope,Canada,Canada,North America
887,609,François,Englert,male,1932-11-06,Etterbeek,Belgium,Belgium,Europe,NA,NA,NA,NA,NA
888,609,Peter,Higgs,male,1929-05-29,Newcastle upon Tyne,United Kingdom,United Kingdom,Europe,2024-04-08,Edinburgh,Scotland,Scotland,Europe
884,610,James E.,Rothman,male,1950-11-03,"Haverhill, MA",USA,USA,North America,NA,NA,NA,NA,NA
885,610,Randy W.,Schekman,male,1948-12-30,"St. Paul, MN",USA,USA,North America,NA,NA,NA,NA,NA
886,610,Thomas C.,Südhof,male,1955-12-22,Göttingen,Germany,Germany,Europe,NA,NA,NA,NA,NA
909,611,Eric,Betzig,male,1960-01-13,"Ann Arbor, MI",USA,USA,North America,NA,NA,NA,NA,NA
910,611,Stefan W.,Hell,male,1962-12-23,Arad,Romania,Romania,Europe,NA,NA,NA,NA,NA
911,611,William E.,Moerner,male,1953-06-24,"Pleasanton, CA",USA,USA,North America,NA,NA,NA,NA,NA
915,612,Jean,Tirole,male,1953-08-09,Troyes,France,France,Europe,NA,NA,NA,NA,NA
912,613,Patrick,Modiano,male,1945-07-30,Paris,France,France,Europe,NA,NA,NA,NA,NA
913,614,Kailash,Satyarthi,male,1954-01-11,Vidisha,India,India,Asia,NA,NA,NA,NA,NA
914,614,Malala,Yousafzai,female,1997-07-12,Mingora,Pakistan,Pakistan,Asia,NA,NA,NA,NA,NA
907,615,Hiroshi,Amano,male,1960-09-11,Hamamatsu,Japan,Japan,Asia,NA,NA,NA,NA,NA
906,615,Isamu,Akasaki,male,1929-01-30,Chiran,Japan,Japan,Asia,2021-04-01,Nagoya,Japan,Japan,Asia
908,615,Shuji,Nakamura,male,1954-05-22,Ikata,Japan,Japan,Asia,NA,NA,NA,NA,NA
905,616,Edvard I.,Moser,male,1962-04-27,Ålesund,Norway,Norway,Europe,NA,NA,NA,NA,NA
903,616,John,O'Keefe,male,1939-11-18,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
904,616,May-Britt,Moser,female,1963-01-04,Fosnavåg,Norway,Norway,Europe,NA,NA,NA,NA,NA
923,617,Aziz,Sancar,male,1946-09-08,Savur,Turkey,Turkey,Asia,NA,NA,NA,NA,NA
922,617,Paul,Modrich,male,1946-06-13,"Raton, NM",USA,USA,North America,NA,NA,NA,NA,NA
921,617,Tomas,Lindahl,male,1938-01-28,Stockholm,Sweden,Sweden,Europe,NA,NA,NA,NA,NA
926,618,Angus,Deaton,male,1945-10-19,Edinburgh,Scotland,Scotland,Europe,NA,NA,NA,NA,NA
924,619,Svetlana,Alexievich,female,1948-05-31,Ivano-Frankivsk,Ukraine,Ukraine,Europe,NA,NA,NA,NA,NA
920,621,Arthur B.,McDonald,male,1943-08-29,"Sydney, Nova Scotia",Canada,Canada,North America,NA,NA,NA,NA,NA
919,621,Takaaki,Kajita,male,1959-03-09,Higashimatsuyama,Japan,Japan,Asia,NA,NA,NA,NA,NA
917,622,Satoshi,Ōmura,male,1935-07-12,Yamanashi Prefecture,Japan,Japan,Asia,NA,NA,NA,NA,NA
918,622,Youyou,Tu,female,1930-12-30,Zhejiang Ningbo,China,China,Asia,NA,NA,NA,NA,NA
916,622,William C.,Campbell,male,1930-06-28,Ramelton,Ireland,Ireland,Europe,NA,NA,NA,NA,NA
933,623,Bernard L.,Feringa,male,1951-05-18,Barger-Compascuum,the Netherlands,the Netherlands,Europe,NA,NA,NA,NA,NA
931,623,Jean-Pierre,Sauvage,male,1944-10-21,Paris,France,France,Europe,NA,NA,NA,NA,NA
932,623,Sir J. Fraser,Stoddart,male,1942-05-24,Edinburgh,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
936,624,Bengt,Holmström,male,1949-04-18,Helsinki,Finland,Finland,Europe,NA,NA,NA,NA,NA
935,624,Oliver,Hart,male,1948-10-09,London,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
937,625,Bob,Dylan,male,1941-05-24,"Duluth, MN",USA,USA,North America,NA,NA,NA,NA,NA
934,626,Juan Manuel,Santos,male,1951-08-10,Bogotá,Colombia,Colombia,South America,NA,NA,NA,NA,NA
928,627,David J.,Thouless,male,1934-09-21,Bearsden,United Kingdom,United Kingdom,Europe,2019-04-06,Cambridge,United Kingdom,United Kingdom,Europe
929,627,F. Duncan M.,Haldane,male,1951-09-14,London,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
930,627,J. Michael,Kosterlitz,male,1943-06-22,Aberdeen,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
927,628,Yoshinori,Ohsumi,male,1945-02-09,Fukuoka,Japan,Japan,Asia,NA,NA,NA,NA,NA
944,629,Jacques,Dubochet,male,1942-06-08,Aigle,Switzerland,Switzerland,Europe,NA,NA,NA,NA,NA
945,629,Joachim,Frank,male,1940-09-12,Siegen,Germany,Germany,Europe,NA,NA,NA,NA,NA
946,629,Richard,Henderson,male,1945-07-19,Edinburgh,Scotland,Scotland,Europe,NA,NA,NA,NA,NA
949,630,Richard H.,Thaler,male,1945-09-12,"East Orange, NJ",USA,USA,North America,NA,NA,NA,NA,NA
947,631,Kazuo,Ishiguro,male,1954-11-08,Nagasaki,Japan,Japan,Asia,NA,NA,NA,NA,NA
942,633,Barry C.,Barish,male,1936-01-27,"Omaha, NE",USA,USA,North America,NA,NA,NA,NA,NA
943,633,Kip S.,Thorne,male,1940-06-01,"Logan, UT",USA,USA,North America,NA,NA,NA,NA,NA
941,633,Rainer,Weiss,male,1932-09-29,Berlin,Germany,Germany,Europe,NA,NA,NA,NA,NA
938,634,Jeffrey C.,Hall,male,1945-05-03,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
939,634,Michael,Rosbash,male,1944-03-07,"Kansas City, MO",USA,USA,North America,NA,NA,NA,NA,NA
940,634,Michael W.,Young,male,1949-03-28,"Miami, FL",USA,USA,North America,NA,NA,NA,NA,NA
963,635,Frances H.,Arnold,female,1956-07-25,"Pittsburgh, PA",USA,USA,North America,NA,NA,NA,NA,NA
964,635,George P.,Smith,male,1941-03-10,"Norwalk, CT",USA,USA,North America,NA,NA,NA,NA,NA
965,635,Sir Gregory P.,Winter,male,1951-04-14,Leicester,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
969,636,Paul M.,Romer,male,1955-00-00,"Denver, CO",USA,USA,North America,NA,NA,NA,NA,NA
968,636,William D.,Nordhaus,male,1941-05-31,"Albuquerque, NM",USA,USA,North America,NA,NA,NA,NA,NA
979,637,Olga,Tokarczuk,female,1962-01-29,Sulechów,Poland,Poland,Europe,NA,NA,NA,NA,NA
966,638,Denis,Mukwege,male,1955-03-01,Bukavu,Belgian Congo,Democratic Republic of the Congo,Africa,NA,NA,NA,NA,NA
967,638,Nadia,Murad,female,1993-03-10,Kojo,Iraq,Iraq,Asia,NA,NA,NA,NA,NA
960,639,Arthur,Ashkin,male,1922-09-02,"New York, NY",USA,USA,North America,2020-09-21,"Rumson, NJ",USA,USA,North America
962,639,Donna,Strickland,female,1959-05-27,Guelph,Canada,Canada,North America,NA,NA,NA,NA,NA
961,639,Gérard,Mourou,male,1944-06-22,Albertville,France,France,Europe,NA,NA,NA,NA,NA
958,640,James P.,Allison,male,1948-08-07,"Alice, TX",USA,USA,North America,NA,NA,NA,NA,NA
959,640,Tasuku,Honjo,male,1942-01-27,Kyoto,Japan,Japan,Asia,NA,NA,NA,NA,NA
978,641,Akira,Yoshino,male,1948-01-30,Suita,Japan,Japan,Asia,NA,NA,NA,NA,NA
976,641,John,Goodenough,male,1922-07-25,Jena,Germany,Germany,Europe,2023-06-25,"Austin, TX",USA,USA,North America
977,641,M. Stanley,Whittingham,male,1941-12-22,NA,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
982,642,Abhijit,Banerjee,male,1961-02-21,Mumbai,India,India,Asia,NA,NA,NA,NA,NA
983,642,Esther,Duflo,female,1972-10-25,Paris,France,France,Europe,NA,NA,NA,NA,NA
984,642,Michael,Kremer,male,1964-11-12,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
980,643,Peter,Handke,male,1942-12-06,Griffen,Austria,Austria,Europe,NA,NA,NA,NA,NA
981,644,Abiy,Ahmed Ali,male,1976-08-15,Beshasha,Ethiopia,Ethiopia,Africa,NA,NA,NA,NA,NA
975,645,Didier,Queloz,male,1966-02-23,Geneva,Switzerland,Switzerland,Europe,NA,NA,NA,NA,NA
973,645,James,Peebles,male,1935-04-25,Winnipeg,Canada,Canada,North America,NA,NA,NA,NA,NA
974,645,Michel,Mayor,male,1942-01-12,Lausanne,Switzerland,Switzerland,Europe,NA,NA,NA,NA,NA
972,646,Gregg,Semenza,male,1956-07-12,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
971,646,Peter,Ratcliffe,male,1954-05-14,Lancashire,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
970,646,William,Kaelin,male,1957-11-23,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
991,647,Emmanuelle,Charpentier,female,1968-12-11,Juvisy-sur-Orge,France,France,Europe,NA,NA,NA,NA,NA
992,647,Jennifer A.,Doudna,female,1964-02-19,"Washington, D.C.",USA,USA,North America,NA,NA,NA,NA,NA
995,648,Paul,Milgrom,male,1948-04-20,"Detroit, MI",USA,USA,North America,NA,NA,NA,NA,NA
996,648,Robert,Wilson,male,1937-05-16,"Geneva, NE",USA,USA,North America,NA,NA,NA,NA,NA
993,649,Louise,Glück,female,1943-04-22,"New York, NY",USA,USA,North America,2023-10-13,"Cambridge, MA",USA,USA,North America
990,651,Andrea,Ghez,female,1965-06-16,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
989,651,Reinhard,Genzel,male,1952-03-24,Bad Homburg vor der Höhe,Germany,Germany,Europe,NA,NA,NA,NA,NA
988,651,Roger,Penrose,male,1931-08-08,Colchester,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
987,652,Charles,Rice,male,1952-08-25,"Sacramento, CA",USA,USA,North America,NA,NA,NA,NA,NA
985,652,Harvey,Alter,male,1935-09-12,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
986,652,Michael,Houghton,male,1949-00-00,NA,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
1002,653,Benjamin,List,male,1968-01-11,Frankfurt-on-the-Main,Germany,Germany,Europe,NA,NA,NA,NA,NA
1003,653,David,MacMillan,male,1968-03-16,Bellshill,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
1007,654,David,Card,male,1956-00-00,Guelph,Canada,Canada,North America,NA,NA,NA,NA,NA
1009,654,Guido,Imbens,male,1963-09-03,Geldrop,the Netherlands,the Netherlands,Europe,NA,NA,NA,NA,NA
1008,654,Joshua,Angrist,male,1960-09-18,"Columbus, OH",USA,USA,North America,NA,NA,NA,NA,NA
1004,655,Abdulrazak,Gurnah,male,1948-00-00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,656,Dmitry,Muratov,male,1961-00-00,Kubyshev,USSR,Russia,Europe,NA,NA,NA,NA,NA
1005,656,Maria,Ressa,female,1963-10-02,Manila,Philippines,Philippines,Asia,NA,NA,NA,NA,NA
1001,657,Giorgio,Parisi,male,1948-08-04,Rome,Italy,Italy,Europe,NA,NA,NA,NA,NA
1000,657,Klaus,Hasselmann,male,1931-10-25,Hamburg,Germany,Germany,Europe,NA,NA,NA,NA,NA
999,657,Syukuro,Manabe,male,1931-09-21,"Shingu, Ehime",Japan,Japan,Asia,NA,NA,NA,NA,NA
998,658,Ardem,Patapoutian,male,1967-00-00,Beirut,Lebanon,Lebanon,Asia,NA,NA,NA,NA,NA
997,658,David,Julius,male,1955-11-04,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
1015,659,Carolyn,Bertozzi,female,1966-10-10,"Boston, MA",USA,USA,North America,NA,NA,NA,NA,NA
743,659,Barry,Sharpless,male,1941-04-28,"Philadelphia, PA",USA,USA,North America,NA,NA,NA,NA,NA
1016,659,Morten,Meldal,male,1954-00-00,Copenhagen,Denmark,Denmark,Europe,NA,NA,NA,NA,NA
1021,660,Ben,Bernanke,male,1953-12-13,"Augusta, GA",USA,USA,North America,NA,NA,NA,NA,NA
1022,660,Douglas,Diamond,male,1953-10-25,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
1023,660,Philip,Dybvig,male,1955-05-22,"Gainesville, FL",USA,USA,North America,NA,NA,NA,NA,NA
1017,661,Annie,Ernaux,female,1940-09-01,Lillebonne,France,France,Europe,NA,NA,NA,NA,NA
1018,662,Ales,Bialiatski ,male,1962-09-25,"Vyartsilya, Karelia",Russia,Russia,Europe,NA,NA,NA,NA,NA
1012,663,Alain,Aspect,male,1947-06-15,Agen,France,France,Europe,NA,NA,NA,NA,NA
1014,663,Anton,Zeilinger,male,1945-05-20,Ried im Innkreis,Austria,Austria,Europe,NA,NA,NA,NA,NA
1013,663,John ,Clauser,male,1942-12-01,"Pasadena, CA",USA,USA,North America,NA,NA,NA,NA,NA
1011,664,Svante,Pääbo,male,1955-04-20,Stockholm,Sweden,Sweden,Europe,NA,NA,NA,NA,NA
1031,665,Aleksey,Yekimov,male,1945-00-00,Leningrad,USSR,Russia,Europe,NA,NA,NA,NA,NA
1030,665,Louis,Brus,male,1943-00-00,"Cleveland, OH",USA,USA,North America,NA,NA,NA,NA,NA
1029,665,Moungi,Bawendi,male,1961-00-00,Paris,France,France,Europe,NA,NA,NA,NA,NA
1034,666,Claudia,Goldin,female,1946-00-00,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
1032,667,Jon,Fosse,male,1959-09-29,Haugesund,Norway,Norway,Europe,NA,NA,NA,NA,NA
1033,668,Narges,Mohammadi,female,1972-04-21,Zanjan,Iran,Iran,Asia,NA,NA,NA,NA,NA
1028,669,Anne,L’Huillier,female,1958-08-16,Paris,France,France,Europe,NA,NA,NA,NA,NA
1027,669,Ferenc,Krausz,male,1962-05-17,Mór,Hungary,Hungary,Europe,NA,NA,NA,NA,NA
1026,669,Pierre,Agostini,male,1941-07-23,Tunis,French protectorate of Tunisia,Tunisia,Africa,NA,NA,NA,NA,NA
1025,670,Drew,Weissman,male,1959-09-07,"Lexington, MA",USA,USA,North America,NA,NA,NA,NA,NA
1024,670,Katalin,Karikó,female,1955-01-17,Szolnok,Hungary,Hungary,Europe,NA,NA,NA,NA,NA
1039,671,David,Baker,male,1962-00-00,"Seattle, WA",USA,USA,North America,NA,NA,NA,NA,NA
1040,671,Demis,Hassabis,male,1976-07-27,London,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
1041,671,John,Jumper,male,1985-00-00,"Little Rock, AR",USA,USA,North America,NA,NA,NA,NA,NA
1044,672,Daron,Acemoglu,male,1967-09-03,Istanbul,Turkey,Turkey,Asia,NA,NA,NA,NA,NA
1046,672,James,Robinson,male,1960-00-00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,672,Simon,Johnson,male,1963-00-00,Sheffield,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
1042,673,Kang,Han,female,1970-11-27,Gwangju,South Korea,South Korea,Asia,NA,NA,NA,NA,NA
1038,675,Geoffrey,Hinton,male,1947-12-06,London,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
1037,675,John,Hopfield,male,1933-07-15,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
1036,676,Gary,Ruvkun,male,1952-00-00,"Berkeley, CA",USA,USA,North America,NA,NA,NA,NA,NA
1035,676,Victor,Ambros,male,1953-12-01,"Hanover, NH",USA,USA,North America,NA,NA,NA,NA,NA
